Titre,Auteurs,Année,Source,Citations,DOI,Lien,Terme_recherche
PC12 differentiation to neuron cells activated by a low-level laser at 660 nm on UV pre-treated CR-39 scaffolds with parallel microchannels.,Hashamdar S; Parvin P; Ramezani F; Ahmadinouri F; Jafargholi A; Refahizadeh M; Akbarpour M; Aghaei M; Heidari O,2024,Biomed Opt Express,NC,10.1364/BOE.530876,https://pubmed.ncbi.nlm.nih.gov/39347001/,"""Photobiomodulation"""
Assessment of the Efficacy of Photobiomodulation (PBM) Therapy in Periodontal Treatment: A Longitudinal Study.,Maiti N; Benedicenti S; Appam S; Junaid I; Divyatammana; Kadam P; Ali T,2024,J Pharm Bioallied Sci,NC,10.4103/jpbs.jpbs_286_24,https://pubmed.ncbi.nlm.nih.gov/39346316/,"""Photobiomodulation"""
Effects of photobiomodulation therapy associated with motor control exercise for chronic non-specific low back pain: protocol for a randomised placebo-controlled trial.,de Oliveira MFD; Bjordal JM; Schardong J; Plentz RDM; Casalechi HL; Leal-Junior ECP; Tomazoni SS,2024,BMJ Open Sport Exerc Med,NC,10.1136/bmjsem-2024-002199,https://pubmed.ncbi.nlm.nih.gov/39345834/,"""Photobiomodulation"""
Photobiomodulation associated with alginate-based engineered tissue on promoting chondrocytes-derived biological responses for cartilage regeneration.,Hang NLT; Chuang AE; Chang CJ; Yen Y; Wong CC; Yang TS,2024,Int J Biol Macromol,NC,10.1016/j.ijbiomac.2024.135982,https://pubmed.ncbi.nlm.nih.gov/39341321/,"""Photobiomodulation"""
Enhancing Lung Recellularization with Mesenchymal Stem Cells via Photobiomodulation Therapy: Insights into Cytokine Modulation and Sterilization.,Guimaraes LL; Brito AA; Cereta AD; Oliveira APL; Afonso JPR; Mello DACPG; Oliveira-Silva I; Silva CHM; Oliveira RF; Oliveira DAAP; Vieira RP; Santos DB; Insalaco G; Oliveira LVF; da Palma RK,2024,Int J Mol Sci,NC,10.3390/ijms251810131,https://pubmed.ncbi.nlm.nih.gov/39337615/,"""Photobiomodulation"""
The Effect of Photobiomodulation on Third Molar Wound Recovery: A Systematic Review with Meta-Analysis.,Giansiracusa A; Parrini S; Baldini N; Bartali E; Chisci G,2024,J Clin Med,NC,10.3390/jcm13185402,https://pubmed.ncbi.nlm.nih.gov/39336889/,"""Photobiomodulation"""
Machine-Learning-Based Prediction of Photobiomodulation Effects on Older Adults With Cognitive Decline Using Functional Near-Infrared Spectroscopy.,Lee K; Chun M; Jung B; Kim Y; Yang C; Choi J; Cha J; Lee SH; Im CH,2024,IEEE Trans Neural Syst Rehabil Eng,NC,10.1109/TNSRE.2024.3469284,https://pubmed.ncbi.nlm.nih.gov/39331542/,"""Photobiomodulation"""
The Effects of Photobiomodulation Therapy on Tensile-Cultured Cementoblasts Cells.,Kao CY; Ho CT; Huang TH; Kao CT,2024,Photobiomodul Photomed Laser Surg,NC,10.1089/photob.2024.0076,https://pubmed.ncbi.nlm.nih.gov/39330936/,"""Photobiomodulation"""
"Chemotherapy-Induced Alopecia by Docetaxel: Prevalence, Treatment and Prevention.",Perez AM; Haberland NI; Miteva M; Wikramanayake TC,2024,Curr Oncol,NC,10.3390/curroncol31090423,https://pubmed.ncbi.nlm.nih.gov/39330051/,"""Photobiomodulation"""
Systematic review of photobiomodulation for multiple sclerosis.,Oliveira de Andrade Filho V; Amarante MOC; Gonzalez-Lima F; Gomes da Silva S; Cardoso FDS,2024,Front Neurol,NC,10.3389/fneur.2024.1465621,https://pubmed.ncbi.nlm.nih.gov/39329016/,"""Photobiomodulation"""
The efficacy of light-guiding microneedle patch for stimulating hair growth in androgenetic alopecia.,Charoensuksira S; Rattanapirat S; Meephansan J; Sirithanabadeekul P; Adulyaritthikul P; Thongma S; Rayanasukha Y; Tantisantisom K,2024,Arch Dermatol Res,NC,10.1007/s00403-024-03396-0,https://pubmed.ncbi.nlm.nih.gov/39325239/,"""Photobiomodulation"""
Comparative Investigation of Photobiomodulation in Diabetes-Impaired Alveolar Bone Healing: A Histomorphometrical and Molecular Study.,Dalirsani Z; Davaji M; Salari Sedigh H; Hosseinian S; Ranjbar E; Yaqoubi A; Moghaddam KM; Shafieian R,2024,Photobiomodul Photomed Laser Surg,NC,10.1089/photob.2023.0170,https://pubmed.ncbi.nlm.nih.gov/39320973/,"""Photobiomodulation"""
Effects of high-intensity laser therapy on subacromial impingement syndrome: a systematic review and meta-analysis.,Hao J; Yao Y; Remis A; Sun Y; Zhu D; Wu S,2024,Lasers Med Sci,NC,10.1007/s10103-024-04190-0,https://pubmed.ncbi.nlm.nih.gov/39317844/,"""Photobiomodulation"""
"Comparative efficacy of pharmaceutical (Ibuprofen) and non-pharmaceutical (photobiomodulation, and chewing gum) interventions for pain reduction after elastomeric separator placement in orthodontic patients: a randomized clinical trial.",Azizi F; Zaseh MMS; Golshah A; Imani MM; Safari-Faramani R,2024,Lasers Med Sci,NC,10.1007/s10103-024-04186-w,https://pubmed.ncbi.nlm.nih.gov/39317795/,"""Photobiomodulation"""
Letter to the Editor: LIGHTSITE III: 13-Month Efficacy and Safety Evaluation of Multiwavelength Photobiomodulation in Nonexudative (Dry) Age-Related Macular Degeneration Using the LumiTheraTM Valeda Light Delivery System.,Feltgen N; Ach T; Bartz-Schmidt U; Bechrakis N; Eter N; Hattenbach L; Heimann H; Hoerauf H; Lommatzsch A; Priglinger S; Stahl A; Walter P; Wolf A; Ziemssen F; Grisanti S,2024,Retina,NC,10.1097/IAE.0000000000004265,https://pubmed.ncbi.nlm.nih.gov/39316834/,"""Photobiomodulation"""
Are prophylactic antibiotics effective in preventing osteoradionecrosis after high-risk dental extractions?,Majid OW,2024,Evid Based Dent,NC,10.1038/s41432-024-01068-6,https://pubmed.ncbi.nlm.nih.gov/39313599/,"""Photobiomodulation"""
""" LIGHTSITE III: 13-Month Efficacy and Safety Evaluation of Multiwavelength Photobiomodulation in Nonexudative (Dry) Age-Related Macular Degeneration Using the LumiThera Valeda Light Delivery System "".",Boyer D; Munk MR; Tedford SE; Croissant CL; Ruckert R; Tedford CE,2024,Retina,NC,10.1097/IAE.0000000000004266,https://pubmed.ncbi.nlm.nih.gov/39312884/,"""Photobiomodulation"""
Photobiomodulation Therapy for the Treatment of Chronic Oral Ulcers: A Report of Two Cases.,Batra S; Srivastava A; Mahajan A; Imran F,2024,Cureus,NC,10.7759/cureus.67545,https://pubmed.ncbi.nlm.nih.gov/39310614/,"""Photobiomodulation"""
Assessment of the onset of analgesia and length of analgesia following the use of PBM with different wavelengths: a clinical study.,Kulkarni S; Walsh LJ; Bhurani Y; George R,2024,Lasers Med Sci,NC,10.1007/s10103-024-04184-y,https://pubmed.ncbi.nlm.nih.gov/39297993/,"""Photobiomodulation"""
Photobiomodulation therapy on chemo- and radiotherapy induced oral conditions: an umbrella review.,Rodrigues I; Machado V; Lopes LB; Trancoso P; Azul AM; Mendes JJ; Zagalo C; Botelho J,2024,BMC Oral Health,NC,10.1186/s12903-024-04793-7,https://pubmed.ncbi.nlm.nih.gov/39294629/,"""Photobiomodulation"""
"Inflammatory markers, oxidative stress, and mitochondrial dynamics: Repercussions on coronary artery disease in diabetes.",Tatmatsu-Rocha JC; Mendes-Costa LS,2024,World J Diabetes,NC,10.4239/wjd.v15.i9.1853,https://pubmed.ncbi.nlm.nih.gov/39280176/,"""Photobiomodulation"""
The impact of photobiomodulation on angiogenic differentiation of two different dental derived stem cells using two irradiation protocols: an in vitro investigation.,Atarbashi-Moghadam F; Samadi-Rad A; Hakimiha N; Taghipour N; Mahmoudian A; Azadi A; Nokhbatolfoghahaei H,2024,BMC Oral Health,NC,10.1186/s12903-024-04753-1,https://pubmed.ncbi.nlm.nih.gov/39277707/,"""Photobiomodulation"""
Short-term efficacy of photobiomodulation in early and intermediate age-related macular degeneration: the PBM4AMD study.,Nassisi M; Mainetti C; Paparella GR; Belloni Baroni L; Milella P; Leone G; Galli D; Pozzo Giuffrida F; Dell'Arti L; Mapelli C; Casalino G; Viola F,2024,Eye (Lond),NC,10.1038/s41433-024-03326-4,https://pubmed.ncbi.nlm.nih.gov/39277630/,"""Photobiomodulation"""
Photobiomodulation ameliorates ovarian aging by alleviating oxidative stress and inflammation damage and improving mitochondrial function.,He Y; Ye R; Peng Y; Pei Q; Wu L; Wang C; Ni W; Li M; Zhang Y; Yao M,2024,J Photochem Photobiol B,NC,10.1016/j.jphotobiol.2024.113024,https://pubmed.ncbi.nlm.nih.gov/39276447/,"""Photobiomodulation"""
Sleep bruxism in children main methods of treatment: a systematic review with meta-analysis.,Minervini G; Franco R; Marrapodi MM; Crimi S; Fiorillo L; Cervino G; Bianchi A; Cicciu M,2024,J Clin Pediatr Dent,NC,10.22514/jocpd.2024.102,https://pubmed.ncbi.nlm.nih.gov/39275819/,"""Photobiomodulation"""
"Effectiveness of the Association of Fibrin Scaffolds, Nanohydroxyapatite, and Photobiomodulation with Simultaneous Low-Level Red and Infrared Lasers in Bone Repair.",Rossi JO; Araujo EMC; Camargo MEC; Ferreira Junior RS; Barraviera B; Miglino MA; Nogueira DMB; Reis CHB; Gil GE; Vinholo TR; Soares TP; Buchaim RL; Buchaim DV,2024,Materials (Basel),NC,10.3390/ma17174351,https://pubmed.ncbi.nlm.nih.gov/39274741/,"""Photobiomodulation"""
Photobiomodulation Dose-Response on Adipose-Derived Stem Cell Osteogenesis in 3D Cultures.,Silva DD; Crous A; Abrahamse H,2024,Int J Mol Sci,NC,10.3390/ijms25179176,https://pubmed.ncbi.nlm.nih.gov/39273125/,"""Photobiomodulation"""
Author Correction: Photobiomodulation on isolated mitochondria at 810 nm: first results on the efficiency of the energy conversion process.,Amaroli A; Clemente Vargas MR; Pasquale C; Raffetto M; Ravera S,2024,Sci Rep,NC,10.1038/s41598-024-72599-2,https://pubmed.ncbi.nlm.nih.gov/39271722/,"""Photobiomodulation"""
"Safety, Tolerability, and Short-Term Efficacy of Low-Level Light Therapy for Dry Age-Related Macular Degeneration.",Borrelli E; Coco G; Pellegrini M; Mura M; Ciarmatori N; Scorcia V; Carnevali A; Lucisano A; Borselli M; Rossi C; Reibaldi M; Ricardi F; Vagge A; Nicolo M; Forte P; Cartabellotta A; Hasanreisoglu M; Kesim C; Demirel S; Yanik O; Bernabei F; Rothschild PR; Farrant S; Giannaccare G,2024,Ophthalmol Ther,NC,10.1007/s40123-024-01030-w,https://pubmed.ncbi.nlm.nih.gov/39271642/,"""Photobiomodulation"""
"Can infrared light really be doing what we claim it is doing? Infrared light penetration principles, practices, and limitations.",Henderson TA,2024,Front Neurol,NC,10.3389/fneur.2024.1398894,https://pubmed.ncbi.nlm.nih.gov/39263274/,"""Photobiomodulation"""
Efficacy of low-level laser therapy and microsurgery on neurosensory recovery following inferior alveolar and lingual nerve injuries: A systematic review.,Alharbi G; Rao JKD; Alnaim T; Alzamil N; Nagarajappa R,2024,J Oral Biol Craniofac Res,NC,10.1016/j.jobcr.2024.08.006,https://pubmed.ncbi.nlm.nih.gov/39262612/,"""Photobiomodulation"""
Features of the regulation of reparative processes of chronic wounds in response to the effect of photobiomodulation therapy on a wound defect. Photobiomodulation therapy for chronic wounds.,Pavlov S; Babenko N; Kumetchko M; Litvinova O,2024,Folia Med Cracov,NC,10.24425/fmc.2024.150144,https://pubmed.ncbi.nlm.nih.gov/39254584/,"""Photobiomodulation"""
Modulatory Effects of 830 nm on Diabetic Wounded Fibroblast Cells: An In Vitro Study on Inflammatory Cytokines.,Mgwenya TN; Abrahamse H; Houreld NN,2024,Photobiomodul Photomed Laser Surg,NC,10.1089/photob.2024.0041,https://pubmed.ncbi.nlm.nih.gov/39253808/,"""Photobiomodulation"""
Development and optical characterisation of agarose-based phantoms mimicking biological tissues for studies of light penetration in the brain.,Fernandes F; Pereira MRC; Soares D; Fonseca AM; Costa D; Silva FS; Sousa N; Catarino SO; Carvalho O,2024,Biomater Sci,NC,10.1039/d4bm01044b,https://pubmed.ncbi.nlm.nih.gov/39248079/,"""Photobiomodulation"""
"Modifying Alzheimer's disease pathophysiology with photobiomodulation: model, evidence, and future with EEG-guided intervention.",Lim L,2024,Front Neurol,NC,10.3389/fneur.2024.1407785,https://pubmed.ncbi.nlm.nih.gov/39246604/,"""Photobiomodulation"""
Effect of photobiomodulation therapy with 660 and 980 nm diode lasers on differentiation of periodontal ligament mesenchymal stem cells.,Etemadi A; Aghaie M; Sayar F; Chiniforush N,2024,Sci Rep,NC,10.1038/s41598-024-71386-3,https://pubmed.ncbi.nlm.nih.gov/39232133/,"""Photobiomodulation"""
LED therapy modulates M1/M2 macrophage phenotypes and mitigates dystrophic features in treadmill-trained mdx mice.,Pereira VA; da Silva HNM; Fernandes EM; Minatel E,2024,Photochem Photobiol Sci,NC,10.1007/s43630-024-00626-2,https://pubmed.ncbi.nlm.nih.gov/39227554/,"""Photobiomodulation"""
"Photobiomodulation therapy as an adjunct to resistance exercises on muscle metrics, functional balance, functional capacity, and physical performance among older adults: A systematic scoping review.",Kumar P; Umakanth S; N G,2024,Lasers Med Sci,NC,10.1007/s10103-024-04177-x,https://pubmed.ncbi.nlm.nih.gov/39225877/,"""Photobiomodulation"""
In Vitro Effects of Photobiomodulation with 660 Nm Laser and Vitamin D on Osteoblastic Differentiation of Human Periodontal Ligament Stem Cells.,Dehghani Soltani H; Tehranchi M; Taleghani F; Saberi S; Hodjat M,2024,Galen Med J,NC,10.31661/gmj.v13i.3312,https://pubmed.ncbi.nlm.nih.gov/39224548/,"""Photobiomodulation"""
The Impact of Dermal Characteristics on Low-Level Laser Power Measurement in Postmortem Zoological Species.,Ramsey F; Borsdorf M; Ladner J; White A; Harrison TM,2024,Vet Med Int,NC,10.1155/2024/8066943,https://pubmed.ncbi.nlm.nih.gov/39224541/,"""Photobiomodulation"""
"Oral mucositis management with photobiomodulation, Bidens pilosa L. (Asteraceae) and Curcuma longa L. (Zingiberaceae), the FITOPROT herbal medicine, and its influence on inflammatory cytokine levels: a randomized clinical trial.",Pereira CH; Martins AFL; Morais MO; de Sousa-Neto SS; da Silva ACG; Arantes DAC; De Oliveira Moreira VHL; Valadares MC; Freitas NMA; Leles CR; Mendonca EF,2024,Support Care Cancer,NC,10.1007/s00520-024-08842-3,https://pubmed.ncbi.nlm.nih.gov/39223301/,"""Photobiomodulation"""
Near-infrared laser diode mitigates Abeta(1-42)-induced neurodegeneration in cortical neurons.,Kim MJ; Kim MH; Kim S; Lee JJ; Kim HJ,2024,J Photochem Photobiol B,NC,10.1016/j.jphotobiol.2024.113021,https://pubmed.ncbi.nlm.nih.gov/39222549/,"""Photobiomodulation"""
Impact of Photobiomodulation on the Quality of Life of Men and Women With Androgenetic Alopecia.,de Medeiros Quirino L; da Silva Mendonca TM; Martins da Silva CH; Borges Martins da Silva Paro H,2024,Cureus,NC,10.7759/cureus.66023,https://pubmed.ncbi.nlm.nih.gov/39221346/,"""Photobiomodulation"""
The effect of near-infrared Photobiomodulation therapy on the ion content of 50B11 sensory neurons measured through XRF analysis.,Zupin L; Gianoncelli A; Celsi F; Bonanni V; Kourousias G; Parisse P; Salome M; Crovella S; Barbi E; Ricci G; Pascolo L,2024,J Photochem Photobiol B,NC,10.1016/j.jphotobiol.2024.113019,https://pubmed.ncbi.nlm.nih.gov/39217730/,"""Photobiomodulation"""
Photobiomodulation use in ophthalmology - an overview of translational research from bench to bedside.,Valter K; Tedford SE; Eells JT; Tedford CE,2024,Front Ophthalmol (Lausanne),NC,10.3389/fopht.2024.1388602,https://pubmed.ncbi.nlm.nih.gov/39211002/,"""Photobiomodulation"""
"Regenerative Retinal Laser and Light Therapies (RELITE): Proposal of a New Nomenclature, Categorization, and Trial Reporting Standard.",von der Burchard C; Miura Y; Stanzel B; Chhablani J; Roider J; Framme C; Brinkmann R; Tode J,2024,Lasers Surg Med,NC,10.1002/lsm.23833,https://pubmed.ncbi.nlm.nih.gov/39210705/,"""Photobiomodulation"""
Effects of Photobiomodulation Application on Glutathione-Related Antioxidant Defense System in Rabbit Eye Tissues.,Ozcan M; Burus A; Boynuyogun E; Calis M; Ozgur F; Bayazit Y,2024,J Biophotonics,NC,10.1002/jbio.202400261,https://pubmed.ncbi.nlm.nih.gov/39209319/,"""Photobiomodulation"""
Induction of Endoplasmic Reticulum Stress and Aryl Hydrocarbon Receptor Pathway Expression by Blue LED Irradiation in Oral Squamous Cell Carcinoma.,Jiang H; Yang J; Fu Q; Li A; Qin H; Liu M,2024,J Biophotonics,NC,10.1002/jbio.202400226,https://pubmed.ncbi.nlm.nih.gov/39209312/,"""Photobiomodulation"""
The challenge of composite graft: the use of fluorescent light energy to improve engraftment.,Amabile A; L'Erario S; Scarpa C; Vindigni V; Bassetto F; Marena F,2024,Case Reports Plast Surg Hand Surg,NC,10.1080/23320885.2024.2396946,https://pubmed.ncbi.nlm.nih.gov/39206024/,"""Photobiomodulation"""
A Systematic Review of Laser Photobiomodulation Dosimetry and Treatment Protocols in the Management of Medications-Related Osteonecrosis of the Jaws: A Rationalised Consensus for Future Randomised Controlled Clinical Trials.,Hanna R; Miron IC; Dalvi S; Arany P; Bensadoun RJ; Benedicenti S,2024,Pharmaceuticals (Basel),NC,10.3390/ph17081011,https://pubmed.ncbi.nlm.nih.gov/39204116/,"""Photobiomodulation"""
"Correction: Feng et al. Photobiomodulation Inhibits Ischemia-Induced Brain Endothelial Senescence via Endothelial Nitric Oxide Synthase. Antioxidants 2024, 13, 633.",Feng Y; Huang Z; Ma X; Zong X; Tesic V; Ding B; Wu CY; Lee RH; Zhang Q,2024,Antioxidants (Basel),NC,10.3390/antiox13081005,https://pubmed.ncbi.nlm.nih.gov/39199271/,"""Photobiomodulation"""
Photobiomodulation Mitigates PM(2.5)-Exacerbated Pathologies in a Mouse Model of Allergic Asthma.,Park J; Kim BY; Park EJ; Shin YI; Ryu JH,2024,Antioxidants (Basel),NC,10.3390/antiox13081003,https://pubmed.ncbi.nlm.nih.gov/39199248/,"""Photobiomodulation"""
Photobiomodulation with near-infrared laser for tinnitus management: preliminary animal experiments and randomized clinical trials.,Choi JE; Chang SY; Lee MY; Park I; Jung JY,2024,Lasers Med Sci,NC,10.1007/s10103-024-04175-z,https://pubmed.ncbi.nlm.nih.gov/39198335/,"""Photobiomodulation"""
Regenerative Aesthetics: A Genuine Frontier or Just a Facet of Regenerative Medicine: A Systematic Review.,Rahman E; Carruthers JDA; Rao P; Abu-Farsakh HN; Garcia PE; Ioannidis S; Sayed K; Philipp-Dormston WG; Mosahebi A; Webb WR,2024,Aesthetic Plast Surg,NC,10.1007/s00266-024-04287-5,https://pubmed.ncbi.nlm.nih.gov/39198280/,"""Photobiomodulation"""
Transcranial photobiomodulation on the left inferior frontal gyrus enhances Mandarin Chinese L1 and L2 complex sentence processing performances.,Yang M; Liu Y; Yue Z; Yang G; Jiang X; Cai Y; Zhang Y; Yang X; Li D; Chen L,2024,Brain Lang,NC,10.1016/j.bandl.2024.105458,https://pubmed.ncbi.nlm.nih.gov/39197357/,"""Photobiomodulation"""
"Piezoelectric Surgery, Er:YAG Laser Surgery and Nd:YAG Laser Photobiomodulation: A Combined Approach to Treat Medication-Related Osteonecrosis of the Jaws (MRONJ).",Vescovi P; De Francesco P; Giovannacci I; Leao JC; Barone A,2024,Dent J (Basel),NC,10.3390/dj12080261,https://pubmed.ncbi.nlm.nih.gov/39195105/,"""Photobiomodulation"""
Impact of Photobiomodulation and Melatonin on Periodontal Healing of Periodontitis in Immunosuppressed Rats.,Mohamed Abdelgawad L; Gamal Mahmoud Ibrahim Salem Y; El Tayeb EAA,2024,J Lasers Med Sci,NC,10.34172/jlms.2024.39,https://pubmed.ncbi.nlm.nih.gov/39193106/,"""Photobiomodulation"""
Management of a Sinus Tract of Endodontic Origin Using Ultrasonically-Activated Photodynamic Therapy and Photobiomodulation: A Case Report.,Nasrabadi N; Asnaashari M; Daghighi Y,2024,J Lasers Med Sci,NC,10.34172/jlms.2024.32,https://pubmed.ncbi.nlm.nih.gov/39193104/,"""Photobiomodulation"""
The Effect of Photobiomodulation and Akkermansia muciniphila on THP-1 Derived Macrophage Polarization Treated with Gliadin Peptide.,Jahani-Sherafat S; Mollaghaei S; Asri N; Rezaei Tavirani M; Baghaei K; Rostami-Nejad M,2024,J Lasers Med Sci,NC,10.34172/jlms.2024.21,https://pubmed.ncbi.nlm.nih.gov/39188931/,"""Photobiomodulation"""
A Case Report: The Effects of Photobiomodulation Therapy and Amniotic Fluid Gel on a Severe Diabetic Foot Ulcer.,Motamedi Nasab E; DiDuro J; Bayat M; Zare F; Derakhshan R; Rahmannia M; Arab Yaqoubi L; Fredoni MJ; Ahmadi H; Heidari MH; Sabet B,2024,J Lasers Med Sci,NC,10.34172/jlms.2024.25,https://pubmed.ncbi.nlm.nih.gov/39188930/,"""Photobiomodulation"""
The Effect of Photobiomodulation on the Conditioned Media of 3T3-L1 Cells in the Treatment of Breast Cancer.,Sinaei M; Sekhavat S; Zafari J; Moradzadegan A,2024,J Lasers Med Sci,NC,10.34172/jlms.2024.22,https://pubmed.ncbi.nlm.nih.gov/39188928/,"""Photobiomodulation"""
Photobiomodulation Effect of Diode Laser on Differentiation of Osteoprogenitor Cells in Rat Bone Marrow.,Iso E; Yamazaki T; Kobayashi N; Kadokura H; Tsuchiya T; Kato Y; Yokose S,2024,In Vivo,NC,10.21873/invivo.13685,https://pubmed.ncbi.nlm.nih.gov/39187344/,"""Photobiomodulation"""
Prevention and reversal of neuropathic pain by near-infrared photobiomodulation therapy in male and female rats.,Chacur M; Rocha IRC; Harland ME; Green-Fulgham SM; de Almeida SRY; Ciena AP; Watkins LR,2024,Physiol Behav,NC,10.1016/j.physbeh.2024.114680,https://pubmed.ncbi.nlm.nih.gov/39187036/,"""Photobiomodulation"""
Effectiveness and safety of photobiomodulation therapy in diabetic peripheral neuropathy: Protocol for a systematic review and meta-analysis.,Fan X; Yan G; Cao J; Zhao Y; Wang Y; Wang X; Mi J,2024,PLoS One,NC,10.1371/journal.pone.0308537,https://pubmed.ncbi.nlm.nih.gov/39186566/,"""Photobiomodulation"""
Effect of 660-nm LED photobiomodulation on the proliferation and chondrogenesis of meniscus-derived stem cells (MeSCs).,Tong J; Subbiah SK; Rampal S; Ramasamy R; Wu X; You Y; Wang J; Mok PL,2024,Sci Rep,NC,10.1038/s41598-024-70258-0,https://pubmed.ncbi.nlm.nih.gov/39183213/,"""Photobiomodulation"""
Dose Response of Transcranial Photobiomodulation on Cognitive Efficiency in Healthy Older Adults: A Task-Related Functional Near-Infrared Spectroscopy Study.,Lee TL; Chan AS,2024,J Alzheimers Dis,NC,10.3233/JAD-240473,https://pubmed.ncbi.nlm.nih.gov/39177599/,"""Photobiomodulation"""
Photobiomodulation in Burn Wounds: A Systematic Review and Meta-Analysis of Clinical and Preclinical Studies.,Pradal LA; de Freitas E; Azevedo MRB; Costa R; Bertolini GRF,2024,Photobiomodul Photomed Laser Surg,NC,10.1089/photob.2023.0181,https://pubmed.ncbi.nlm.nih.gov/39172550/,"""Photobiomodulation"""
Lipid-based nanosystems for wound healing.,Cortesi R; Sguizzato M; Ferrara F,2024,Expert Opin Drug Deliv,NC,10.1080/17425247.2024.2391473,https://pubmed.ncbi.nlm.nih.gov/39172249/,"""Photobiomodulation"""
Photobiomodulation Using 830 nm Lighting-Emitting Diode Inhibits Melanogenesis via FOXO3a in Human Melanocyte.,Dan Y; Chen L; Jin S; Xing X; Zhu Y; Jiang M; Zhang C; Xiang LF,2024,Pigment Cell Melanoma Res,NC,10.1111/pcmr.13193,https://pubmed.ncbi.nlm.nih.gov/39169669/,"""Photobiomodulation"""
Unraveling the RAGE-NF-kappaB pathway: implications for modulating inflammation in diabetic neuropathy through photobiomodulation therapy.,Ferreira NL; Rocha IRC; Chacur M,2024,Lasers Med Sci,NC,10.1007/s10103-024-04171-3,https://pubmed.ncbi.nlm.nih.gov/39168867/,"""Photobiomodulation"""
"Comparison of photobiomodulation with cryotherapy in the immediate postpartum period of parturients with grade I, grade II lacerations and/or episiotomy in reducing perineal and vulvar and edema: A randomized clinical trial.",Cristine Boniatti Constant E; Plentz Stein G; Camargo de Oliveira K; Laureano Paiva L; Martins Costa S; Geraldo Lopes Ramos J,2024,Eur J Obstet Gynecol Reprod Biol,NC,10.1016/j.ejogrb.2024.08.025,https://pubmed.ncbi.nlm.nih.gov/39167877/,"""Photobiomodulation"""
Can high-power lasers photobiomodulation therapy alleviate the pain of refractory oral mucositis?,Wang Q; Jin J,2024,Oral Dis,NC,10.1111/odi.15112,https://pubmed.ncbi.nlm.nih.gov/39164930/,"""Photobiomodulation"""
Reply to: Can high-power laser photobiomodulation therapy alleviate the pain of oral mucositis?,Zadik Y; Finfter O; Cohen R; Hanut A; Gavish L,2024,Oral Dis,NC,10.1111/odi.15115,https://pubmed.ncbi.nlm.nih.gov/39164917/,"""Photobiomodulation"""
Selective induction of senescence in cancer cells through near-infrared light treatment via mitochondrial modulation.,Kalampouka I; Mould RR; Botchway SW; Mackenzie AM; Nunn AV; Thomas EL; Bell JD,2024,J Biophotonics,NC,10.1002/jbio.202400046,https://pubmed.ncbi.nlm.nih.gov/39155124/,"""Photobiomodulation"""
Efficacy of ozone therapy for oral mucosa wound healing: a systematic review and meta-analysis.,Maglia DR; Souza BDAF; Visioli F,2024,Clin Oral Investig,NC,10.1007/s00784-024-05873-2,https://pubmed.ncbi.nlm.nih.gov/39153027/,"""Photobiomodulation"""
The Mechanism of 540 nm Green Light in Promoting Salivary Secretion.,Qi W; Min SN; Mao XD; Su JZ; Yu GY; Wu LL; Cong X; Wang YG,2024,Photobiomodul Photomed Laser Surg,NC,10.1089/photob.2024.0054,https://pubmed.ncbi.nlm.nih.gov/39150379/,"""Photobiomodulation"""
Photobiomodulation efficacy in age-related macular degeneration: a systematic review and meta-analysis of randomized clinical trials.,Rassi TNO; Barbosa LM; Pereira S; Novais EA; Penha F; Roisman L; Maia M,2024,Int J Retina Vitreous,NC,10.1186/s40942-024-00569-x,https://pubmed.ncbi.nlm.nih.gov/39148091/,"""Photobiomodulation"""
The synergistic effect of phototherapy and active substances on hair growth.,Qiu S; Pan Z; Jiang X; Lv G; Feng A; Chen H,2024,J Photochem Photobiol B,NC,10.1016/j.jphotobiol.2024.113008,https://pubmed.ncbi.nlm.nih.gov/39146875/,"""Photobiomodulation"""
Comparison of the efficacy of seven non-surgical methods combined with mechanical debridement in peri-implantitis and peri-implant mucositis: A network meta-analysis.,Bai Y; Qin S; Lu B; Wang W; Ma G,2024,PLoS One,NC,10.1371/journal.pone.0305342,https://pubmed.ncbi.nlm.nih.gov/39141633/,"""Photobiomodulation"""
Photobiomodulation and amniotic membrane for treat tendon injury in rats.,Nicodemo MC; Arisawa EALS; Sant'anna LB; Lopes-Martins R,2024,An Acad Bras Cienc,NC,10.1590/0001-3765202420231139,https://pubmed.ncbi.nlm.nih.gov/39140521/,"""Photobiomodulation"""
Comprehensive analysis of bone tissue in extraction sockets of third molars after leukocyte and platelet rich fibrin and photobiomodulation applications.,Demirok SO; Eroglu CN; Koc A,2024,Clin Oral Investig,NC,10.1007/s00784-024-05872-3,https://pubmed.ncbi.nlm.nih.gov/39136788/,"""Photobiomodulation"""
Effect of photobiomodulation in an experimental in vitro model of asthma-Copd overlap.,Guerra MB; Santana KG; Momolli M; Labat R; Chavantes MC; Zammuner SR; Junior JAS; da Palma RK; Aimbire F; de Oliveira APL,2024,J Biophotonics,NC,10.1002/jbio.202400124,https://pubmed.ncbi.nlm.nih.gov/39134306/,"""Photobiomodulation"""
